month,closeLogDiff,diff(G1121846)_9,diff(G1000037)_12_abs,diff(G0008380)_1,logDiff(G0900698)_6_abs,logDiff(G1109167)_2_abs,logDiff(G1109077)_1
2020-03,-0.017535910899879978,-183.0,3876.1499999999996,2.3,0.23001643060197186,0.021874647920258283,0.027373555103523017
2020-04,0.0031891308432470122,-272.0,4931.5,-1.4000000000000001,0.295845383090942,0.0007267751167585601,0.03140520455304596
2020-05,0.03184696704689606,-227.0,5041.200000000001,-0.3999999999999999,0.4217256289799449,0.023909246468431178,0.006031950822933396
2020-06,0.018840751592260438,-264.0,3415.25,-0.30000000000000004,0.47873730921449,0.005572403902627698,-0.0006674936529016406
2020-07,0.03060197557561878,-257.0,3435.8500000000004,-0.5,0.6077873316087885,0.04603892653469188,0.003553433374200665
2020-08,-0.0036474721624076,-179.0,3304.2999999999993,0.30000000000000004,0.48285177172358473,0.042373206167258815,0.0011871338228637285
2020-09,-0.0016983044200499509,-6.0,3687.75,0.19999999999999996,0.34426954708124446,0.021237496493549557,0.0010261698087674631
2020-10,0.0053256491759737234,-65.0,4235.9,-0.30000000000000004,0.256719846847814,0.008470136633755843,0.0004853788181904406
2020-11,0.028820656319380328,-68.0,3160.0499999999993,0.40000000000000013,0.14022934130864995,0.0035285370753026513,0.0042675421847171435
2020-12,-0.0002442902523195345,27.0,4273.5,0.09999999999999987,0.24038535774871583,0.012542285465112712,0.0028080626821243015
2021-01,-0.006445201202180478,84.0,3306.6,0.0,0.19706383853115828,0.031121096300262607,0.004578295145414302
2021-02,-0.016200291243653075,140.0,2690.25,-0.3999999999999999,0.25249576332673707,0.021266599005207,0.006409438166613768
2021-03,0.006391681033029006,206.0,1806.0,0.0,0.01960847138837618,0.011209778819546656,0.009282855154449265
2021-04,0.014295054318861217,245.0,2995.95,-0.4,0.1416505170630269,0.003768526413653106,0.004797794107918918
2021-05,-0.008912388454761055,183.0,4415.15,0.19999999999999996,0.2661095871976529,0.007870226365962907,0.007329765716310277
2021-06,-0.01806758312650053,134.0,5658.5,0.6,0.35545468753350296,0.002994141986704335,0.003830794526741954
2021-07,-0.004858989328328428,167.0,4983.4,-0.6,0.4554755286828258,0.00828205232584267,0.004407127204633099
2021-08,-0.00019315161689323346,124.0,4761.25,0.30000000000000004,0.4390817189071492,0.02133443126094825,0.004993277829917986
