month,closeLogDiff,diff(G1121846)_9,diff(G1000037)_12_abs,logDiff(G0900698)_6_abs,logDiff(G0900696)_12,logDiff(G1122295)_12_abs,logDiff(G1000001)_2_abs
2004-09,0.06150539591395296,29.0,6766.75,0.04725288485054535,-0.13613217432458002,1.3506187584991265,0.0001699471107485806
2004-10,0.0705151904321275,8.0,7959.6,0.07878087785311427,-0.177206456127184,1.4735004232069913,0.025088118075842658
2004-11,0.008240455472496577,59.0,4356.75,0.151549898127201,-0.12699969076130735,1.6556646299293338,0.023326137448835382
2004-12,-0.030060623405087306,55.0,1154.3999999999996,0.16705408466316607,-0.18430371799794587,1.5154352886206839,0.01059968547885326
2005-01,0.005123070975997901,-22.0,1487.25,0.19912867511033583,-0.1655144384775733,1.297914994860836,0.037113844367299365
2005-02,-0.006084426743452664,114.0,2442.75,0.2876820724517808,-0.12107793155323598,1.083921573258106,0.03046534962900438
2005-03,-0.0382668071503936,-35.0,634.5,0.14953173397096364,-0.1571855835224123,1.212209466391815,0.0048690628071046405
2005-04,-0.06227590953729634,13.0,1036.800000000001,0.14107859825990543,-0.08872811560868454,0.6318339957472219,0.01997575655637185
2005-05,-0.05135734774608641,53.0,518.25,0.1586050301766384,0.030459207484708983,0.4067817639929112,0.018372151568346595
2005-06,0.011620843237368395,44.0,73.75,0.2323319773686161,0.18962085927556638,0.0530628449752113,0.007764300286794423
2005-07,0.016263595689023386,-8.0,2614.6000000000004,0.16598513747426114,0.13976194237515838,0.2153051029805888,0.08226826850058444
2005-08,-0.022238125797314073,-53.0,1899.25,0.15415067982725827,0.22757814838207535,0.170679981778469,0.0829641960369969
2005-09,-0.03733704498256904,-56.0,627.25,0.18924199963852817,0.09909090264423082,0.15697953602773573,0.014017662624883798
2005-10,-0.01429484917219842,69.0,1684.9500000000007,0.12361395596717673,0.1335313926245223,0.26022522621874167,0.08124494728730092
2005-11,0.026974257947022268,-42.0,872.75,0.07696104113612856,0.05077232537342313,0.3389393431357308,0.060063316484839646
2005-12,0.007046176739684135,-62.0,3203.800000000001,0.059188871390330355,0.3313571359544425,0.17945093763999465,0.012655743213979775
2006-01,-0.0073384733181658945,-86.0,344.75,0.04820210181787754,-0.010050335853501569,0.029168734590657053,0.0953579542953058
2006-02,0.02807200428961476,-59.0,1093.75,0.0,-0.04040953833787686,0.04320326300889876,0.07723845910284055
2006-03,0.05949459358162945,-25.0,205.85000000000036,0.011428695823623158,0.021053409197832273,0.015783867701262277,0.01782464596475286
2006-04,0.030655431116769938,36.0,1328.3500000000004,0.11000089521432876,0.0792493716541407,0.029990713683682113,0.09895147391085679
2006-05,-0.006022537464412642,34.0,423.5,0.10536051565782634,0.0,0.14660347419187536,0.0740528163291323
2006-06,0.011246431222327768,-35.0,462.89999999999964,0.022728251077556383,-0.23457224713783287,0.28290227502801946,0.010922485125838932
2006-07,0.003098512234443296,-34.0,654.8999999999996,0.0,-0.44086703515908,0.3077496355025904,0.024685929470233958
2006-08,-0.014608310711222539,-59.0,1721.5,0.0,-0.4233227255081706,0.24512245803298516,0.0202500529373264
2006-09,0.012623878055296467,-27.0,2681.6000000000004,0.02298951822469908,-0.3327057538257363,0.3620429466578865,0.002177299238603325
2006-10,0.04480416195541581,-42.0,2869.5,0.16989903679539742,-0.5913644862500027,0.354171813720614,0.0009034062452801805
2006-11,0.0075034338645703635,-84.0,2253.0,0.022472855852058604,-0.4104278974502933,0.3652833184753326,0.00018877260679595054
2006-12,-0.00857221892132054,-48.0,3174.800000000001,0.06524052186840112,-0.39272608233073436,0.13751607222630202,0.0027490039965023527
2007-01,0.019830830341225347,-71.0,2212.25,0.11641035184441106,-0.39042723074362384,0.10231137526330825,0.011049521909495041
2007-02,0.03198499349381517,-16.0,5002.75,0.04652001563489305,-0.3850562364769572,0.1420825136137731,0.010279798951980723
2007-03,0.019360199320360483,-57.0,2954.0,0.13062018241706452,-0.24686007793152598,0.09531017980432477,0.0029469045100682933
2007-04,-0.006711671917365825,-108.0,5021.75,0.07145896398214457,-0.5596157879354227,0.25782910930209946,0.02474175121668054
2007-05,0.01563055225663862,-104.0,5452.0,0.06595796779179741,-0.49429632181478045,0.3184537311185345,0.016882343554138757
2007-06,0.01454555005532926,38.0,6916.800000000001,0.02083408690284161,-0.29152084875894646,0.3983039521853362,0.013934954744025063
2007-07,0.014271142612193255,47.0,7692.25,0.14310084364067333,-0.06995858860691051,0.3259319545857804,0.044566657935662946
2007-08,0.04418381192379589,9.0,8440.45,0.17662353567931666,-0.1609303668126374,0.4043787418959437,0.0367689443089958
2007-09,0.05328262989871663,48.0,7011.15,0.059423420470800625,-0.15634607039069381,0.3620429466578865,0.017431657780505816
2007-10,0.0219717061660345,0.0,11898.75,0.2525907526405109,0.0,0.4719548493769974,0.07746991822198268
2007-11,0.002928178289906269,-74.0,11412.349999999999,0.14805309995913962,-0.12715517548524669,0.2744368457017603,0.05515196601145611
2007-12,0.014201645177162547,7.0,6275.65,0.030459207484708983,-0.7058862063373754,0.1725196457996363,0.017447061611312265
2008-01,0.05319148701876225,81.0,4961.0,0.0,-0.3980301296206463,0.32993626564142753,0.0839761925955873
2008-02,0.06571290412568825,46.0,3841.0,0.0281708769666964,-0.6632942174102641,0.20548861607548874,0.06248545285303031
2008-03,0.0021838305297546268,-32.0,6047.4,0.0492710490067827,-0.8517522107365838,0.33198233134836075,0.002514553707326783
2008-04,-0.012378783164215534,21.0,4785.75,0.08376988306545874,-1.0033021088637848,0.2955561288826871,0.0404198828724347
2008-05,0.012939184937037662,71.0,2043.0,0.046956983087770965,-0.9328200338253656,0.02211780525361906,0.041018054071832566
2008-06,-0.04049343456447546,26.0,408.4500000000007,0.040821994520255256,-1.2840155119994723,0.20271151249700425,0.001300419777363615
2008-07,-0.09349591407273028,98.0,551.25,0.14310084364067333,-4.234106504597259,0.30932124755526225,0.0036605981640516205
2008-08,-0.11810903100352504,247.0,236.59999999999854,0.13883644485421565,-1.9459101490553132,0.3655555818777718,0.00531514642440456
2008-09,-0.12087679016357114,217.0,1884.0,0.11778303565638337,-1.7764919970972664,0.33307856820577664,0.003225492075589642
2008-10,0.018466613516127717,108.0,1782.4000000000015,0.10212949507637958,-0.6007738604289303,0.4356022025284032,0.0557435967482629
2008-11,0.04076977497918552,131.0,2249.0999999999985,0.14458122881110747,-0.7102416139192456,0.8221774403036761,0.05590691928581215
2008-12,-0.05512814631051996,194.0,4855.0,0.16989903679539742,-0.26236426446749084,0.9833770250905247,0.003988098330445666
2009-01,-0.013578921217375861,54.0,8881.45,0.16705408466316607,0.14458122881110747,1.3448211129133156,0.008054263168670417
2009-02,0.03020617591972133,-31.0,9055.0,0.26662866325394874,0.6632942174102641,2.079441541679836,0.0059655811084855515
2009-03,0.04450814562337013,23.0,9676.0,0.35020242943311497,0.6118015411059929,1.6891903022074994,0.003326381884193097
2009-04,0.059751630090288776,-11.0,7603.25,0.4382549309311554,1.3516088031320006,1.328696869336554,0.10193198273932857
2009-05,0.029839511724358336,-115.0,6682.0,0.5485659517488379,1.252762968495368,2.057323736426217,0.10115613024927939
2009-06,0.018050602143929728,-176.0,7165.75,0.5026288565618122,1.6422277352570913,1.6169567448481277,0.0030880768664758307
2009-07,0.03359832195162327,-40.0,6218.799999999999,0.537142932083364,4.744932128363249,1.09861228866811,0.03670807336137649
2009-08,0.03795698233080025,-85.0,6245.299999999999,0.49247648509779407,2.6931245508855346,1.672412711595489,0.03639233927006558
2009-09,0.02470528316216658,-110.0,4831.5,0.5717863235556779,2.430418464503931,1.5630975751753984,0.0005522247330809193
2009-10,-0.01689684238150413,2.0,11816.000000000002,0.8754687373538999,1.2858238307562564,1.3624268797132473,0.02575043326015347
2009-11,-0.04511154179785798,99.0,6972.5,1.0608719606852626,1.4610179073158274,1.429114358302819,0.026167860762200235
2009-12,-0.06292324756818846,41.0,3574.25,1.1192315758708453,1.4190841839428814,1.1402849850686776,9.300574742354684e-05
2010-01,-0.04988809155705676,42.0,82.0,0.8622235106038795,0.8194409058842376,0.2876820724517808,0.11405036409443525
2010-02,-0.018793379090399298,-27.0,780.0,1.0116009116784799,0.5377330766859152,1.1239300966523995,0.11406026084294574
2010-03,-0.08001740051102793,74.0,2781.25,0.9162907318741551,0.5764229062518038,0.23440070583884443,2.43519638054579e-06
2010-04,-0.09513176939321494,39.0,2548.1000000000004,0.7339691750802005,0.18232155679395445,0.17733401528291526,0.07148694573323944
2010-05,0.02123896745049586,131.0,2084.75,0.25131442828090617,0.19415601444095731,1.672412711595489,0.071475370720961
2010-06,0.05477661018236696,8.0,5223.25,0.20763936477824457,-0.04396312342111619,1.7980290822416505,2.720662279109831e-05
2010-07,0.02241603040560844,0.0,4618.199999999999,0.11122563511022432,-0.2790240097086665,1.5763980583559003,0.20533234641869136
2010-08,0.07501270417933265,-66.0,3683.75,0.17185025692665906,-0.54654370636807,2.197224577336219,0.2051416742829204
2010-09,0.041228225483765424,-119.0,3909.25,0.3566749439387324,-0.6851790109107687,2.003517698317139,0.00023920379908481948
2010-10,-0.049687914942109335,-57.0,3338.0,0.5596157879354228,-0.8609406367909904,2.203494190349815,0.05117468344232101
2010-11,-0.019766484604218593,-17.0,2993.5,0.4519851237430574,-1.0216512475319814,2.5257286443082556,0.051143916134996914
2010-12,0.03236802760316643,27.0,4119.6,0.4795730802618863,-1.1067094989007291,2.4902117020176937,0.01948821810656476
2011-01,0.04718694555167052,-15.0,5239.450000000001,0.2578291093020999,-1.3049487216659383,2.3025850929940455,0.09416613131507567
2011-02,0.05755776669034007,-85.0,4696.5,0.1910552367627092,-1.3600919887258667,3.927290477558934,0.0746780778732603
2011-03,0.0214720533475673,0.0,3309.75,0.30010459245033816,-1.219973145672377,2.2980974265246576,4.762781179223907e-06
2011-04,-0.00498387058091615,48.0,461.2000000000007,0.213574100298059,-1.533930359925955,2.1790040312226915,0.0466966495960488
2011-05,-0.00212259237368273,45.0,1471.0,0.04445176257083361,-2.1400661634962708,1.1608006324607274,0.04670033674986129
2011-06,-0.00421437826688309,165.0,3186.0,0.13353139262452252,-1.8495790401168812,0.7434243338509554,3.27944422373605e-06
2011-07,-0.03886655298684161,85.0,7214.4,0.0,-1.9810014688665831,0.6305017845037373,0.035253273202153323
2011-08,-0.04383887840316142,119.0,4588.5,0.0,-1.5712166996139025,0.6166860144654684,0.03524640508383747
2011-09,-0.014339096776788407,53.0,3402.2999999999993,0.1177830356563836,-1.2527629684953678,0.5585246803530888,0.030764184055072974
2011-10,-0.04280682713985107,171.0,1150.1499999999996,0.31365755885504165,-1.0068047394149868,0.307791025374494,0.1447442733829849
2011-11,-0.048492204203690326,123.0,1601.25,0.1910552367627092,-0.8109302162163289,0.2151113796169457,0.11397499935889499
2011-12,0.006840749791717671,64.0,4795.800000000001,0.18232155679395456,-0.6225296133459918,0.16243074218787168,0.0017254247336975226
2012-01,0.022998079812701966,-9.0,5075.0,0.0,-0.3746934494414106,0.17255176519814963,0.008602834774979584
2012-02,-0.005757861693884481,120.0,7664.25,0.12260232209233246,-0.27625337662815797,0.04176941287629443,0.006863815751504632
2012-03,-0.03275012180842421,128.0,7634.0,0.25593337413720074,-0.06669137449867235,0.0,0.004357237602704345
2012-04,-0.04796467616468933,69.0,5040.15,0.23361485118150516,-0.04652001563489294,0.14266572996036153,0.02163311947661306
2012-05,-0.03956477674354447,-80.0,2390.5,0.38776553100876343,1.0116009116784799,0.08114625753723193,0.017261185245308397
2012-06,-0.011408339529112244,-44.0,1794.0499999999993,0.4382549309311553,0.9444616088408513,0.08202585160559028,0.0004885499031779261
2012-07,0.04629751715359523,-219.0,461.25,0.4054651081081643,1.3437347467010945,0.1479799369005983,0.0024795644933597316
2012-08,0.044627939006197964,-68.0,3593.55,0.17589066646366425,1.1394342831883646,0.10586039069947795,0.0019868578585757746
2012-09,-0.0026863443191952885,-2.0,4756.950000000001,0.06252035698133396,1.1169614273363062,0.13540463700620364,0.025891855847540057
2012-10,0.012002425685119056,95.0,4846.25,0.5355182363563622,1.1499055830556602,0.1536403455472355,0.09938956734508686
2012-11,0.03575616114868346,-121.0,4298.25,0.45198512374305744,1.163150809805681,0.07307056787648669,0.07350249648489005
2012-12,0.016027913962191775,-105.0,2446.0499999999993,0.35020242943311497,1.0520922730332165,0.08442510997941266,1.617581335011664e-05
2013-01,-0.02672633271454966,-10.0,3636.5,0.26469255422708216,1.0520922730332165,0.1190109982701193,0.08814392885662059
2013-02,-0.023729450031934385,48.0,530.5,0.30368241379822214,1.1716374236829994,0.07162237602597621,0.08815006258095615
2013-03,0.0017990200147723345,47.0,1568.3999999999996,0.2170645052378275,0.881199412062885,0.11759564691789848,0.0015291389672054123
2013-04,0.013283247458086456,21.0,1881.0,0.13657553500575093,1.3862943611198906,0.043340116108114835,0.0077156714013710825
2013-05,0.009021975609145971,-1.0,2853.6499999999996,0.04445176257083361,0.8979415932059587,0.1493774010746005,0.006183232414773698
2013-06,0.008976935162796795,79.0,3304.7000000000007,0.04652001563489283,0.72054615474806,0.3138273525561033,0.06854293071171824
2013-07,0.019950997231748036,-66.0,3819.25,0.09763846956391609,0.3760512229018713,0.1493774010746005,0.30785245411406414
2013-08,0.02375078649993445,-34.0,2359.0,0.0,0.36464311358790935,0.22314355131420927,0.23930880616558703
2013-09,0.010288036185717053,-18.0,2314.0,0.10265415406008316,0.19735943415849522,0.16841865162496283,3.906636084849424e-06
2013-10,0.004658312811617993,-146.0,2602.0,0.3844116989103321,0.11034805716886553,0.0,0.07218454867510538
2013-11,0.008682454277350371,-77.0,1432.8000000000002,0.3321338350226146,0.07522342123758752,0.16243074218787168,0.07218437455618343
2013-12,-0.0024290096602697098,-121.0,2200.3500000000004,0.5596157879354229,-0.13580154115906162,0.022581604696709334,0.02411677069639495
2014-01,0.015246485741891858,-72.0,653.9499999999998,0.5280674302004967,-0.06559728248581309,0.09958470542943676,0.1261589869762254
2014-02,0.010277111470973821,-128.0,1136.5,0.5596157879354229,-0.16833531481921482,0.07162237602597621,0.10203609674163339
2014-03,-0.00670260759717195,-234.0,127.60000000000036,0.5663954749208016,-0.20544397421480864,0.044525079041411786,5.475867753368391e-05
2014-04,-0.01536029037526132,-165.0,1682.75,0.5753641449035618,-0.5389965007326869,0.07544560231607988,0.07432059225911303
2014-05,-0.014290891135670891,-4.0,1119.8000000000002,0.36101334553733067,-0.38711596943996796,0.25951119548508483,0.07432953310761548
2014-06,-0.02122656939722939,-120.0,2.75,0.042559614418795966,-0.31508104663989545,0.3763477095374368,0.00020979272708743224
2014-07,-0.048697182435458064,5.0,245.0,0.12260232209233246,-0.1616413515564159,0.24946085963158282,0.02390480707418341
2014-08,-0.04893585032846065,-21.0,471.1999999999998,0.1177830356563836,-0.19912867511033583,0.40546510810816416,0.024070669844318715
2014-09,-0.03312623763467287,-43.0,1860.0,0.3227733922630509,-0.09381875521765504,0.33251966230538965,9.717965939515238e-06
2014-10,-0.029358297625588586,-35.0,2793.3999999999996,0.4054651081081644,-0.11034805716886553,0.28812840140362184,0.0002947844402658717
2014-11,-0.07206070313715696,10.0,1336.5500000000002,0.36101334553733067,0.0,0.318934615955885,0.0002922423868678692
2014-12,-0.08117319915424526,-2.0,2399.8500000000004,0.44802472252696035,0.3234001550538599,0.21834737905071666,5.978537052087063e-06
2015-01,-0.06973589621936079,62.0,1017.1999999999998,0.4554755286828257,0.42227222642454576,0.31734253170266324,0.02749308282170837
2015-02,-0.0483213526380909,24.0,490.0,0.4177352006999786,0.4382549309311554,0.19201637922307935,0.027531382334196053
2015-03,0.03009625403427789,10.0,716.25,0.39390428570708846,0.5108256237659907,0.24610374359571097,2.9518571727393805e-05
2015-04,0.037656893027973426,-16.0,3027.0,0.5753641449035618,0.752570601030746,0.17359480565571683,0.11029775009495424
2015-05,-0.014259159308983346,-30.0,2305.5999999999995,0.3746934494414107,0.6931471805599454,0.0822380982369717,0.11035835545346906
2015-06,-0.007735876628699484,-47.0,748.5,0.32850406697203605,0.7295148247308199,0.19237189264745602,1.30219947891419e-06
2015-07,0.02123685569804655,60.0,206.39999999999964,0.256719846847814,0.7191226669632058,0.02000066670666989,0.05214054924981504
2015-08,0.006695156858887399,-49.0,1050.8999999999996,0.19845093872383823,0.6498503748066211,0.10690491750920028,0.05214268852881432
2015-09,-0.04616050171948036,-14.0,2106.0,0.1306201824170643,0.5896065016191052,0.15250187483707478,5.213228595479791e-06
2015-10,-0.028997443139046286,-83.0,2138.5999999999995,0.13613217432458002,0.6678293725756554,0.2757058814050648,0.04377158133883263
2015-11,0.012977312420564158,-117.0,345.0,0.040821994520255034,0.44802472252696024,0.34393591816130265,0.04376517237790978
2015-12,0.018646428990442762,-49.0,1922.75,0.03922071315328135,0.32322700987119246,0.2740995206859118,3.7265316308321417e-06
2016-01,0.02486636428731942,-71.0,2194.0,0.03704127168034921,0.15415067982725805,0.2712985932012568,0.029488889249082106
2016-02,0.02103625425871053,-54.0,2335.0,0.09531017980432499,0.10212949507637958,0.23395801030775765,0.029490322528834767
2016-03,0.013865478620085178,84.0,2385.25,0.09716374845364784,0.06124362524071847,0.3842540820765281,0.0
2016-04,-0.008370405525927604,18.0,3598.7,0.01834913866819643,-0.0492710490067827,0.477735970130996,0.1078980874211588
2016-05,-0.020902922419788306,19.0,2432.8999999999996,0.0,-0.2006706954621511,0.3661178847390145,0.1078450783618976
2016-06,-0.0036446435795900317,47.0,1525.0,0.059423420470800625,-0.27584761480477793,0.36925372614559215,7.156289387566517e-05
2016-07,0.01350731434265505,44.0,1129.0,0.05608946665104364,-0.28483712031954944,0.372766542813983,0.09078829907204522
2016-08,-0.01634301962528771,110.0,3219.25,0.09531017980432499,-0.28473656222202415,0.2840821714183108,0.09080927339073241
2016-09,-0.03874811894685572,107.0,3760.1499999999996,0.057158413839948796,-0.2578291093020999,0.2347426871575613,0.00024207799871334146
2016-10,-0.04492712588735116,187.0,4831.2,0.18232155679395468,-0.39272608233073436,0.18126391523581953,0.001229755139469546
2016-11,-0.014573204361580362,181.0,4949.25,0.040821994520255034,-0.2513144282809061,0.25857398829371014,0.000983439063654501
2016-12,0.009713752574371244,36.0,6378.1,0.0,-0.15415067982725805,0.34493968772031147,0.014926547625979225
2017-01,0.0054461167753144454,1.0,7135.0,0.12260232209233246,-0.23511974236092525,0.23783426672421326,0.07697941109503148
2017-02,0.007070145335455587,8.0,6737.0,0.06187540371808731,-0.20391218938632205,0.18001778746831487,0.06205235456671154
2017-03,0.033926637263300696,-29.0,7094.0,0.0,-0.10426101032440949,0.09362525943940536,0.011515089414817936
2017-04,0.047479879766710156,-52.0,6790.7,0.10536051565782611,-0.08426034361774004,0.18160752606029806,0.05628808250759931
2017-05,0.042044367835862184,-104.0,6325.5,0.02061928720273576,0.0,0.08368516817337746,0.04458487049418203
2017-06,0.050392413690860685,-114.0,5724.549999999999,0.07847161544149506,0.13205972201306615,0.03552771519240494,0.012709473104740354
2017-07,0.03199398438149062,-220.0,5115.15,0.06317890162153184,0.03352269203864333,0.16262159363214979,0.06390460904705897
2017-08,-0.0054052894123957085,-147.0,2662.0,0.13883644485421587,0.13205972201306615,0.26220629906158655,0.05138920406666081
2017-09,-0.013701165039094632,-145.0,1810.2000000000007,0.057158413839948796,0.16251892949777513,0.2559333741372005,5.078062014796103e-05
2017-10,0.007026878746389548,-116.0,2168.25,0.07696104113612856,0.18442903913351927,0.2913750336522436,0.00011739372748564847
2017-11,0.037409825878854025,-33.0,498.75,0.07847161544149506,0.09097177820572666,0.42479311604780623,7.254821656665911e-05
2017-12,0.041879470747788305,-84.0,843.0,0.019048194970694432,-0.022472855852058604,0.5389965007326869,0.001360661881165015
2018-01,0.011760478257788642,-65.0,504.0,0.04000533461369904,0.03550668845690952,0.42015582351816816,0.0072642573879146966
2018-02,-0.005713556802216302,-15.0,1349.0,0.13883644485421587,-0.02409755157906046,0.4048074296891935,0.005900283316210064
2018-03,-0.043416922243453254,62.0,554.2000000000007,0.20479441264601328,-0.16705408466316607,0.2388708288021677,0.001223705576334666
2018-04,-0.05020671887488384,75.0,696.75,0.30010459245033827,-0.2767530019195905,0.29612844407069794,0.0058635288965867005
2018-05,-0.010731363775492497,49.0,393.25,0.1416505170630269,-0.1690763300439344,0.2651794684180775,0.004718025539249382
2018-06,-0.01075931146257686,65.0,777.3999999999996,0.059423420470800625,-0.24397763821705176,0.3084082029688977,0.0005635081505186434
2018-07,-0.0022351424959939914,87.0,219.25,0.12516314295400588,-0.26236426446749106,0.3424379515552092,0.0023170779200647473
2018-08,-0.005841687322663852,122.0,118.54999999999927,0.13657553500575093,-0.3850562364769572,0.1828480111362003,0.0018401958573370791
2018-09,-0.02585372225083557,18.0,413.89999999999964,0.04652001563489283,-0.38566248081198484,0.25489224962878954,0.01197096122156438
2018-10,-0.009080586009825614,14.0,195.0,0.07232066157962613,-0.3642221495741156,0.16559476298864073,0.04873108288341221
2018-11,0.005063359933821121,-62.0,1061.1499999999996,0.04445176257083361,-0.3170959576580741,0.09767408273367018,0.036763176479245985
2018-12,-0.0026247435513195305,-55.0,853.1000000000004,0.15415067982725827,-0.3029495445825696,0.08897703640730192,5.626607100239767e-06
2019-01,-0.010642734728431386,-9.0,1074.5,0.1177830356563836,-0.3272129112084159,0.08004270767353638,0.09215399919361822
2019-02,-0.010119997348739057,-8.0,2914.25,0.09309042306601212,-0.20202662787328696,0.0,0.09215431418336095
2019-03,-0.010332427949569442,-23.0,2427.800000000001,0.2135741002980589,-0.026317308317373556,0.026213820787528874,0.006425972856721529
2019-04,0.0056196132495298645,-97.0,387.0,0.22778393087071214,0.06995858860691051,0.04481401578979227,0.031249800254620652
2019-05,0.0026867959445255746,-69.0,1047.8500000000004,0.1861022796338605,-0.05406722127027552,0.14371889063191645,0.024711003954001498
2019-06,-0.01543637149305005,168.0,1090.6000000000004,0.17435338714477755,-0.05406722127027552,0.21834737905071666,0.01815977059945517
2019-07,-0.018480474263575908,115.0,26.25,0.30010459245033827,0.08223809823697192,0.3182988484418523,0.07139265812102202
2019-08,-0.005950553317969634,76.0,185.59999999999854,0.3522205935893521,0.2762533766281581,0.21495349734416536,0.053135675860071174
2019-09,0.0035711624786861212,20.0,80.75,0.109199291964992,0.12429771667757716,0.3442524239401745,3.7049150913404105e-05
