datetime,open,high,low,close
1971-04-30,1.10089,1.10202,1.09953,1.10053
1971-05-01,1.10052,1.10273,1.0989,1.10212
1971-05-02,1.10212,1.10567,1.10145,1.10519
1971-05-03,1.10487,1.10899,1.10487,1.10718
1971-05-04,1.10711,1.10838,1.1062400000000001,1.1078000000000001
1971-05-05,1.10777,1.10813,1.1053,1.10723
1971-05-06,1.10723,1.10969,1.10521,1.10581
1971-05-07,1.1058,1.10875,1.10144,1.1019
1971-05-08,1.10165,1.1032,1.10035,1.10126
1971-05-09,1.10129,1.10255,1.10072,1.10194
1971-05-10,1.10194,1.10246,1.09923,1.09989
1971-05-11,1.09987,1.10178,1.09986,1.1007500000000001
1971-05-12,1.10071,1.10282,1.0981,1.10208
1971-05-13,1.10236,1.1091,1.10029,1.10784
1971-05-14,1.10782,1.10934,1.10658,1.10809
1971-05-15,1.10809,1.11161,1.10667,1.10775
1971-05-16,1.10772,1.11079,1.10771,1.11042
1971-05-17,1.11042,1.11097,1.10396,1.10595
1971-05-18,1.10578,1.10779,1.10533,1.10635
1971-05-19,1.10638,1.10976,1.10627,1.10919
1971-05-20,1.10914,1.11447,1.10701,1.11294
1971-05-21,1.11294,1.11541,1.1103,1.11286
1971-05-22,1.11294,1.11993,1.11032,1.11173
1971-05-23,1.11279,1.1158,1.11226,1.11435
1971-05-24,1.11433,1.11745,1.11291,1.11487
1971-05-25,1.11483,1.11541,1.11102,1.11127
1971-05-26,1.11126,1.11442,1.11072,1.11204
1971-05-27,1.11201,1.11246,1.10662,1.10751
1971-05-28,1.10785,1.10958,1.10698,1.10895
1971-05-29,1.10895,1.10939,1.1069,1.1085099999999999
1971-05-30,1.109,1.11088,1.1082,1.10974
1971-05-31,1.1097299999999999,1.11882,1.10947,1.1176
1971-06-01,1.11762,1.12206,1.11718,1.11985
1971-06-02,1.11985,1.12392,1.11976,1.12232
1971-06-03,1.12132,1.12143,1.11635,1.11722
1971-06-04,1.11722,1.11797,1.1125,1.11558
1971-06-05,1.11646,1.12054,1.11571,1.11968
1971-06-06,1.1196,1.11975,1.11335,1.11526
1971-06-07,1.11529,1.11681,1.11016,1.11053
1971-06-08,1.11053,1.11203,1.10923,1.11051
1971-06-09,1.11051,1.11291,1.1085,1.11212
1971-06-10,1.11181,1.11469,1.11127,1.11338
1971-06-11,1.11338,1.11444,1.11042,1.11274
1971-06-12,1.11284,1.11633,1.11185,1.1149499999999999
1971-06-13,1.11492,1.11726,1.11278,1.11358
1971-06-14,1.11352,1.11425,1.10862,1.10893
1971-06-15,1.1092,1.1102400000000001,1.10766,1.10944
1971-06-16,1.10934,1.1118,1.10809,1.10819
1971-06-17,1.10816,1.10983,1.10701,1.1092
1971-06-18,1.1092,1.11087,1.1036299999999999,1.10542
1971-06-19,1.10542,1.10617,1.10196,1.10255
1971-06-20,1.10298,1.10375,1.10096,1.10184
1971-06-21,1.10185,1.10251,1.09977,1.1022
1971-06-22,1.10219,1.10277,1.09922,1.10098
1971-06-23,1.10097,1.10393,1.10068,1.10312
